"Subj"	"Activity"	"Measurement"	"Mean"
29	"WALKING"	"tBodyAcc-std()-Y"	-0.0917540612869811
30	"WALKING"	"tBodyAcc-std()-Y"	-0.173550021692308
1	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.00232026501698113
2	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.108027279889583
3	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.0116280813372881
4	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.0666899105180769
5	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.185022459476596
6	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.189276117327451
7	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.32616002254902
8	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.348768733170732
9	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.302206203816327
10	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.00555287692765957
11	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.103167501868519
12	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.103818259823077
13	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.104470773801818
14	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.307195533
15	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.00406536043541667
16	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.163732745078431
17	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.0131721014395833
18	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.211155120224138
19	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.176349922525
20	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.15219632835098
21	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.109787469104255
22	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.250067523738095
23	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.0448435785868627
24	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.116804488966102
25	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.223086808769231
26	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.0491726302763636
27	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.0950104077
28	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.146753877035294
29	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.122128287642857
30	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.127311157607692
1	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.0319359434489796
2	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.262881788951064
3	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.0331503723387755
4	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.21859832499
5	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.0907630761042553
6	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.360164958768542
7	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.138179072734043
8	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.343826273105263
9	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.208310705504762
10	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.00407915363157895
11	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.0708122725543478
12	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.11083534373913
13	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.03212524665
14	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.378870491755556
15	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.186532377428571
16	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.146993837655319
17	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.0607892037384783
18	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.254214045818182
19	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.514816445641026
20	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.616937015333333
21	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.301336399711111
22	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.239812250944444
23	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.10825903416963
24	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.102607326783636
25	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.14054060387069
26	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.011629910112
27	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.0979710029522727
28	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	0.156496646504348
29	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.12246346700625
30	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Y"	-0.0272628077709677
1	"SITTING"	"tBodyAcc-std()-Y"	-0.922618641914894
2	"SITTING"	"tBodyAcc-std()-Y"	-0.950704499130435
3	"SITTING"	"tBodyAcc-std()-Y"	-0.856617812115385
4	"SITTING"	"tBodyAcc-std()-Y"	-0.89022398108
5	"SITTING"	"tBodyAcc-std()-Y"	-0.904335121022727
6	"SITTING"	"tBodyAcc-std()-Y"	-0.923682131090909
7	"SITTING"	"tBodyAcc-std()-Y"	-0.909454698541667
8	"SITTING"	"tBodyAcc-std()-Y"	-0.927331997021739
9	"SITTING"	"tBodyAcc-std()-Y"	-0.875141405
10	"SITTING"	"tBodyAcc-std()-Y"	-0.917979529962963
11	"SITTING"	"tBodyAcc-std()-Y"	-0.921402118113208
12	"SITTING"	"tBodyAcc-std()-Y"	-0.92858124
13	"SITTING"	"tBodyAcc-std()-Y"	-0.938967741632653
14	"SITTING"	"tBodyAcc-std()-Y"	-0.914935703907407
15	"SITTING"	"tBodyAcc-std()-Y"	-0.922407162881356
16	"SITTING"	"tBodyAcc-std()-Y"	-0.951607872463768
17	"SITTING"	"tBodyAcc-std()-Y"	-0.96185862984375
18	"SITTING"	"tBodyAcc-std()-Y"	-0.974928131052632
19	"SITTING"	"tBodyAcc-std()-Y"	-0.950388943972603
20	"SITTING"	"tBodyAcc-std()-Y"	-0.93612270469697
21	"SITTING"	"tBodyAcc-std()-Y"	-0.966877560941176
22	"SITTING"	"tBodyAcc-std()-Y"	-0.928059133795645
23	"SITTING"	"tBodyAcc-std()-Y"	-0.934933559264706
24	"SITTING"	"tBodyAcc-std()-Y"	-0.956255962058824
25	"SITTING"	"tBodyAcc-std()-Y"	-0.947457617061538
26	"SITTING"	"tBodyAcc-std()-Y"	-0.94079896551282
27	"SITTING"	"tBodyAcc-std()-Y"	-0.971579125714286
28	"SITTING"	"tBodyAcc-std()-Y"	-0.939905244861111
29	"SITTING"	"tBodyAcc-std()-Y"	-0.963222497833333
30	"SITTING"	"tBodyAcc-std()-Y"	-0.937857000806452
1	"STANDING"	"tBodyAcc-std()-Y"	-0.973190056415094
2	"STANDING"	"tBodyAcc-std()-Y"	-0.957304989259259
3	"STANDING"	"tBodyAcc-std()-Y"	-0.893449307213115
4	"STANDING"	"tBodyAcc-std()-Y"	-0.86159737875
5	"STANDING"	"tBodyAcc-std()-Y"	-0.869439913392857
6	"STANDING"	"tBodyAcc-std()-Y"	-0.921493191754386
7	"STANDING"	"tBodyAcc-std()-Y"	-0.923400921886792
8	"STANDING"	"tBodyAcc-std()-Y"	-0.938479429074074
9	"STANDING"	"tBodyAcc-std()-Y"	-0.938635759333333
10	"STANDING"	"tBodyAcc-std()-Y"	-0.919561843409091
11	"STANDING"	"tBodyAcc-std()-Y"	-0.964173331702128
12	"STANDING"	"tBodyAcc-std()-Y"	-0.923140254098361
13	"STANDING"	"tBodyAcc-std()-Y"	-0.949422439473684
14	"STANDING"	"tBodyAcc-std()-Y"	-0.928525725333333
15	"STANDING"	"tBodyAcc-std()-Y"	-0.931900148301887
16	"STANDING"	"tBodyAcc-std()-Y"	-0.960298267692308
17	"STANDING"	"tBodyAcc-std()-Y"	-0.968176663717949
18	"STANDING"	"tBodyAcc-std()-Y"	-0.95422343630137
19	"STANDING"	"tBodyAcc-std()-Y"	-0.944430270684931
20	"STANDING"	"tBodyAcc-std()-Y"	-0.87541041109589
21	"STANDING"	"tBodyAcc-std()-Y"	-0.943601625393258
22	"STANDING"	"tBodyAcc-std()-Y"	-0.922693288412698
23	"STANDING"	"tBodyAcc-std()-Y"	-0.9584444925
24	"STANDING"	"tBodyAcc-std()-Y"	-0.936871974347826
25	"STANDING"	"tBodyAcc-std()-Y"	-0.954569225945946
26	"STANDING"	"tBodyAcc-std()-Y"	-0.949466155405405
27	"STANDING"	"tBodyAcc-std()-Y"	-0.955171419
28	"STANDING"	"tBodyAcc-std()-Y"	-0.875689216835443
29	"STANDING"	"tBodyAcc-std()-Y"	-0.969295721076923
30	"STANDING"	"tBodyAcc-std()-Y"	-0.891654527118644
1	"LAYING"	"tBodyAcc-std()-Y"	-0.83682740562
2	"LAYING"	"tBodyAcc-std()-Y"	-0.98027739875
3	"LAYING"	"tBodyAcc-std()-Y"	-0.962057544516129
4	"LAYING"	"tBodyAcc-std()-Y"	-0.941714042407407
5	"LAYING"	"tBodyAcc-std()-Y"	-0.969295613269231
6	"LAYING"	"tBodyAcc-std()-Y"	-0.924644826385965
7	"LAYING"	"tBodyAcc-std()-Y"	-0.926262668653846
8	"LAYING"	"tBodyAcc-std()-Y"	-0.93489116
9	"LAYING"	"tBodyAcc-std()-Y"	-0.9162927764
10	"LAYING"	"tBodyAcc-std()-Y"	-0.946454302068966
11	"LAYING"	"tBodyAcc-std()-Y"	-0.972196873859649
12	"LAYING"	"tBodyAcc-std()-Y"	-0.949072009333333
13	"LAYING"	"tBodyAcc-std()-Y"	-0.950947949516129
14	"LAYING"	"tBodyAcc-std()-Y"	-0.909697040980392
15	"LAYING"	"tBodyAcc-std()-Y"	-0.962759422361111
16	"LAYING"	"tBodyAcc-std()-Y"	-0.943061150285714
17	"LAYING"	"tBodyAcc-std()-Y"	-0.944792875211268
18	"LAYING"	"tBodyAcc-std()-Y"	-0.986160920923077
19	"LAYING"	"tBodyAcc-std()-Y"	-0.973449968554217
20	"LAYING"	"tBodyAcc-std()-Y"	-0.964098180294118
21	"LAYING"	"tBodyAcc-std()-Y"	-0.956959422222222
22	"LAYING"	"tBodyAcc-std()-Y"	-0.913276301666667
23	"LAYING"	"tBodyAcc-std()-Y"	-0.976309827361111
24	"LAYING"	"tBodyAcc-std()-Y"	-0.983126461944444
25	"LAYING"	"tBodyAcc-std()-Y"	-0.691770680561644
26	"LAYING"	"tBodyAcc-std()-Y"	-0.983231351842105
27	"LAYING"	"tBodyAcc-std()-Y"	-0.983736043783784
28	"LAYING"	"tBodyAcc-std()-Y"	-0.945386780375
29	"LAYING"	"tBodyAcc-std()-Y"	-0.990240946666667
30	"LAYING"	"tBodyAcc-std()-Y"	-0.954201823857143
1	"WALKING"	"tBodyAcc-std()-Z"	-0.260027902210526
2	"WALKING"	"tBodyAcc-std()-Z"	-0.425257524915254
3	"WALKING"	"tBodyAcc-std()-Z"	-0.387411994310345
4	"WALKING"	"tBodyAcc-std()-Z"	-0.586252806833333
5	"WALKING"	"tBodyAcc-std()-Z"	-0.45702143625
6	"WALKING"	"tBodyAcc-std()-Z"	-0.504324207192982
7	"WALKING"	"tBodyAcc-std()-Z"	0.159631283261403
8	"WALKING"	"tBodyAcc-std()-Z"	-0.1420885318125
9	"WALKING"	"tBodyAcc-std()-Z"	-0.0579636469030769
10	"WALKING"	"tBodyAcc-std()-Z"	-0.395645072075472
11	"WALKING"	"tBodyAcc-std()-Z"	-0.530626311355932
12	"WALKING"	"tBodyAcc-std()-Z"	-0.4106060626
13	"WALKING"	"tBodyAcc-std()-Z"	-0.220503537026316
14	"WALKING"	"tBodyAcc-std()-Z"	0.0518841040022034
15	"WALKING"	"tBodyAcc-std()-Z"	-0.518932634814815
16	"WALKING"	"tBodyAcc-std()-Z"	-0.159799790235294
17	"WALKING"	"tBodyAcc-std()-Z"	-0.265824489180328
18	"WALKING"	"tBodyAcc-std()-Z"	-0.428348061071429
19	"WALKING"	"tBodyAcc-std()-Z"	-0.13947794235
20	"WALKING"	"tBodyAcc-std()-Z"	-0.228734217372549
21	"WALKING"	"tBodyAcc-std()-Z"	-0.16868872575
22	"WALKING"	"tBodyAcc-std()-Z"	-0.213351968804348
23	"WALKING"	"tBodyAcc-std()-Z"	0.164220685383051
24	"WALKING"	"tBodyAcc-std()-Z"	-0.288840016206897
25	"WALKING"	"tBodyAcc-std()-Z"	-0.437133403243243
26	"WALKING"	"tBodyAcc-std()-Z"	-0.333486502542373
27	"WALKING"	"tBodyAcc-std()-Z"	-0.297318273508772
28	"WALKING"	"tBodyAcc-std()-Z"	-0.300928395925926
29	"WALKING"	"tBodyAcc-std()-Z"	-0.242828038264151
30	"WALKING"	"tBodyAcc-std()-Z"	-0.120476783907692
1	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.0194792388471698
2	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.112121021220833
3	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.369754604067797
4	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.372137777692308
5	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.308938978787234
6	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.353519514896078
7	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.145665025639216
8	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	0.121187278790244
9	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.253434083542857
10	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.0738744931340426
11	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.203369399185185
12	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.436697425576923
13	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.217210568085455
14	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	0.609017879074074
15	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.379717488104167
16	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.129283825721569
17	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.230220954239583
18	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.31437339137931
19	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.1904685504575
20	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.229249455098039
21	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.219707928574468
22	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.109613216345238
23	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	0.10080118935098
24	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.255601012881356
25	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.296523975076923
26	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.404596936545455
27	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.23070787672549
28	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.28598691372549
29	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	0.0995443502346939
30	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	0.0249468034966154
1	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.230434213204082
2	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.10283790806383
3	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.362240245489796
4	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.479185977111111
5	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.325891435319149
6	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.320204232520417
7	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.0636402447755319
8	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	0.1337170395
9	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.00771530035714285
10	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.183557562032895
11	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.324026938043478
12	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.425017413478261
13	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.158333146191489
14	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	0.451576075111111
15	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.281982181666667
16	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	0.0114353944787234
17	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.231064156615217
18	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.418610127454545
19	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	0.049322451025641
20	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.160938536488889
21	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.0717893558666667
22	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.325722718055556
23	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	0.229898742944444
24	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.205566380745455
25	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.457972381896552
26	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.284807676
27	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.240040783340909
28	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.341031811521739
29	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.223177999879167
30	"WALKING_DOWNSTAIRS"	"tBodyAcc-std()-Z"	-0.217275690290323
1	"SITTING"	"tBodyAcc-std()-Z"	-0.93958629106383
2	"SITTING"	"tBodyAcc-std()-Z"	-0.95982817173913
3	"SITTING"	"tBodyAcc-std()-Z"	-0.875110175384615
4	"SITTING"	"tBodyAcc-std()-Z"	-0.9322030066
5	"SITTING"	"tBodyAcc-std()-Z"	-0.926094740227273
6	"SITTING"	"tBodyAcc-std()-Z"	-0.925797097090909
7	"SITTING"	"tBodyAcc-std()-Z"	-0.8565329414375
8	"SITTING"	"tBodyAcc-std()-Z"	-0.939553030217391
9	"SITTING"	"tBodyAcc-std()-Z"	-0.83200187268
10	"SITTING"	"tBodyAcc-std()-Z"	-0.967826981666667
11	"SITTING"	"tBodyAcc-std()-Z"	-0.968370181886792
12	"SITTING"	"tBodyAcc-std()-Z"	-0.939661889019608
13	"SITTING"	"tBodyAcc-std()-Z"	-0.938641215510204
14	"SITTING"	"tBodyAcc-std()-Z"	-0.922774835740741
15	"SITTING"	"tBodyAcc-std()-Z"	-0.949338025084746
16	"SITTING"	"tBodyAcc-std()-Z"	-0.939672247101449
17	"SITTING"	"tBodyAcc-std()-Z"	-0.96572919578125
18	"SITTING"	"tBodyAcc-std()-Z"	-0.977572717017544
19	"SITTING"	"tBodyAcc-std()-Z"	-0.951929615068493
20	"SITTING"	"tBodyAcc-std()-Z"	-0.929106396818182
21	"SITTING"	"tBodyAcc-std()-Z"	-0.959567861764706
22	"SITTING"	"tBodyAcc-std()-Z"	-0.917564853870968
23	"SITTING"	"tBodyAcc-std()-Z"	-0.905584390323529
24	"SITTING"	"tBodyAcc-std()-Z"	-0.957056111470588
25	"SITTING"	"tBodyAcc-std()-Z"	-0.965139552153846
26	"SITTING"	"tBodyAcc-std()-Z"	-0.950004414102564
27	"SITTING"	"tBodyAcc-std()-Z"	-0.965858735142857
28	"SITTING"	"tBodyAcc-std()-Z"	-0.936667245694444
29	"SITTING"	"tBodyAcc-std()-Z"	-0.968063878166667
30	"SITTING"	"tBodyAcc-std()-Z"	-0.950654041290323
1	"STANDING"	"tBodyAcc-std()-Z"	-0.979775876981132
2	"STANDING"	"tBodyAcc-std()-Z"	-0.949741851296296
3	"STANDING"	"tBodyAcc-std()-Z"	-0.911419015081967
4	"STANDING"	"tBodyAcc-std()-Z"	-0.896880538392857
5	"STANDING"	"tBodyAcc-std()-Z"	-0.869327321785714
6	"STANDING"	"tBodyAcc-std()-Z"	-0.925692371929825
7	"STANDING"	"tBodyAcc-std()-Z"	-0.917064168490566
8	"STANDING"	"tBodyAcc-std()-Z"	-0.926065255185185
9	"STANDING"	"tBodyAcc-std()-Z"	-0.919295805777778
10	"STANDING"	"tBodyAcc-std()-Z"	-0.941271440454545
11	"STANDING"	"tBodyAcc-std()-Z"	-0.986382712765957
12	"STANDING"	"tBodyAcc-std()-Z"	-0.920684800114754
13	"STANDING"	"tBodyAcc-std()-Z"	-0.967538031754386
14	"STANDING"	"tBodyAcc-std()-Z"	-0.9222763115
15	"STANDING"	"tBodyAcc-std()-Z"	-0.951670257924528
16	"STANDING"	"tBodyAcc-std()-Z"	-0.953468961666667
17	"STANDING"	"tBodyAcc-std()-Z"	-0.970462679230769
18	"STANDING"	"tBodyAcc-std()-Z"	-0.961873909178082
19	"STANDING"	"tBodyAcc-std()-Z"	-0.952599653972603
20	"STANDING"	"tBodyAcc-std()-Z"	-0.913142481643836
21	"STANDING"	"tBodyAcc-std()-Z"	-0.946123407078652
22	"STANDING"	"tBodyAcc-std()-Z"	-0.942201655238095
23	"STANDING"	"tBodyAcc-std()-Z"	-0.929409745147059
24	"STANDING"	"tBodyAcc-std()-Z"	-0.930283530144928
25	"STANDING"	"tBodyAcc-std()-Z"	-0.964642688108108
26	"STANDING"	"tBodyAcc-std()-Z"	-0.962988401351351
27	"STANDING"	"tBodyAcc-std()-Z"	-0.962408444875
28	"STANDING"	"tBodyAcc-std()-Z"	-0.905123824177215
29	"STANDING"	"tBodyAcc-std()-Z"	-0.980207488923077
30	"STANDING"	"tBodyAcc-std()-Z"	-0.912850596949152
1	"LAYING"	"tBodyAcc-std()-Z"	-0.826061401628
2	"LAYING"	"tBodyAcc-std()-Z"	-0.984233296875
3	"LAYING"	"tBodyAcc-std()-Z"	-0.96369103483871
4	"LAYING"	"tBodyAcc-std()-Z"	-0.962667314814815
5	"LAYING"	"tBodyAcc-std()-Z"	-0.968562516346154
6	"LAYING"	"tBodyAcc-std()-Z"	-0.925216100350877
7	"LAYING"	"tBodyAcc-std()-Z"	-0.952978365961539
8	"LAYING"	"tBodyAcc-std()-Z"	-0.932491454407407
9	"LAYING"	"tBodyAcc-std()-Z"	-0.9407072854
10	"LAYING"	"tBodyAcc-std()-Z"	-0.95947148637931
11	"LAYING"	"tBodyAcc-std()-Z"	-0.971311176842105
12	"LAYING"	"tBodyAcc-std()-Z"	-0.9483338435
13	"LAYING"	"tBodyAcc-std()-Z"	-0.950392995483871
14	"LAYING"	"tBodyAcc-std()-Z"	-0.900331921686275
15	"LAYING"	"tBodyAcc-std()-Z"	-0.929586835277778
16	"LAYING"	"tBodyAcc-std()-Z"	-0.965490276285714
17	"LAYING"	"tBodyAcc-std()-Z"	-0.953476700140845
18	"LAYING"	"tBodyAcc-std()-Z"	-0.987658662307692
19	"LAYING"	"tBodyAcc-std()-Z"	-0.984672837228916
20	"LAYING"	"tBodyAcc-std()-Z"	-0.972571998382353
21	"LAYING"	"tBodyAcc-std()-Z"	-0.945653787777778
22	"LAYING"	"tBodyAcc-std()-Z"	-0.942945807916667
23	"LAYING"	"tBodyAcc-std()-Z"	-0.973223495416667
24	"LAYING"	"tBodyAcc-std()-Z"	-0.973566958888889
25	"LAYING"	"tBodyAcc-std()-Z"	-0.717262004013699
26	"LAYING"	"tBodyAcc-std()-Z"	-0.984500013157895
27	"LAYING"	"tBodyAcc-std()-Z"	-0.986636996081081
28	"LAYING"	"tBodyAcc-std()-Z"	-0.956450342875
29	"LAYING"	"tBodyAcc-std()-Z"	-0.987255149855072
30	"LAYING"	"tBodyAcc-std()-Z"	-0.967044236428571
1	"WALKING"	"tBodyGyro-mean()-X"	-0.041830963526
2	"WALKING"	"tBodyGyro-mean()-X"	-0.0530258157347458
3	"WALKING"	"tBodyGyro-mean()-X"	-0.0256405192517241
4	"WALKING"	"tBodyGyro-mean()-X"	-0.0317982557795
5	"WALKING"	"tBodyGyro-mean()-X"	-0.0488919896632143
6	"WALKING"	"tBodyGyro-mean()-X"	-0.025509618645614
7	"WALKING"	"tBodyGyro-mean()-X"	0.00228835208526316
8	"WALKING"	"tBodyGyro-mean()-X"	0.0235088228254167
9	"WALKING"	"tBodyGyro-mean()-X"	-0.0808360598653846
10	"WALKING"	"tBodyGyro-mean()-X"	0.0106894976215094
11	"WALKING"	"tBodyGyro-mean()-X"	-0.0426928995457627
12	"WALKING"	"tBodyGyro-mean()-X"	-0.1045136708758
13	"WALKING"	"tBodyGyro-mean()-X"	-0.0174207634701754
14	"WALKING"	"tBodyGyro-mean()-X"	-0.00347655062271186
15	"WALKING"	"tBodyGyro-mean()-X"	-0.0554883847662963
16	"WALKING"	"tBodyGyro-mean()-X"	-0.0151721912792157
17	"WALKING"	"tBodyGyro-mean()-X"	-0.00922265519180328
18	"WALKING"	"tBodyGyro-mean()-X"	-0.0399399716026786
19	"WALKING"	"tBodyGyro-mean()-X"	-0.0274970979894231
20	"WALKING"	"tBodyGyro-mean()-X"	-0.0234104225980392
21	"WALKING"	"tBodyGyro-mean()-X"	-0.0459323393842308
22	"WALKING"	"tBodyGyro-mean()-X"	0.0007771571
23	"WALKING"	"tBodyGyro-mean()-X"	-0.0631156870355932
24	"WALKING"	"tBodyGyro-mean()-X"	-0.0545126870724138
25	"WALKING"	"tBodyGyro-mean()-X"	-0.0156305378067568
26	"WALKING"	"tBodyGyro-mean()-X"	-0.00334085938813559
27	"WALKING"	"tBodyGyro-mean()-X"	-0.08558835714
28	"WALKING"	"tBodyGyro-mean()-X"	-0.105896207861111
29	"WALKING"	"tBodyGyro-mean()-X"	-0.00795668167188679
30	"WALKING"	"tBodyGyro-mean()-X"	-0.0459505355861538
1	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	0.050549379754717
2	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	-0.0576912634583333
3	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	0.0721980309322034
4	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	0.0393825198942308
5	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	0.0395191121489362
6	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	-0.0767406825588235
7	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	-0.138778108029412
8	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	0.19270447595122
9	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	-0.16396719
10	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	0.0733447168425532
11	"WALKING_UPSTAIRS"	"tBodyGyro-mean()-X"	-0.0820909701727778
